"","Entity_logical_id...2","Subject_type","Leba_numtitle","Leba_publication_date","Leba_url","Programme","Entity_remark","Naal_logical_id","Naal_leba_numtitle","Naal_leba_publication_date","Naal_leba_url","Naal_wholename","Naal_function","Naal_programme","Addr_country","Birt_country","Birt_date","EU_ref_num","logicalId","remark","nameAlias","nameAlias.wholeName","subjectType.classificationCode","birthdate.year","nameAlias.function","citizenship.countryDescription","regulation.publicationUrl","regulation.numberTitle","regulation.regulationType","type"
"1369",7520,"P","2020/1267 (OJ L298)",2020-09-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2020.298.01.0001.01.ENG&toc=OJ:L:2020:298:TOC","UKR","(Designation details: 29.11.2014)",18390,"2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","Larisa Leonidovna AIRAPETYAN","Former so-called “Health Minister” of the so-called “Lugansk People's Republic”. Stood as a candidate in the so-called “elections” of 2 November 2014 to the post of the “Head” of the so-called “Lugansk People's Republic”.","UKR",NA,NA,NA,"EU.3595.47",7520,NA,"[{'logicalId': '18390', 'regulationLanguage': 'en', 'firstName': 'Larisa', 'middleName': 'Leonidovna', 'lastName': 'AIRAPETYAN', 'wholeName': 'Larisa Leonidovna AIRAPETYAN', 'function': ""Former so-called “Health Minister” of the so-called “Lugansk People's Republic”. Stood as a candidate in the so-called “elections” of 2 November 2014 to the post of the “Head” of the so-called “Lugansk People's Republic”."", 'gender': 'F', 'strong': '1'}, {'logicalId': '18391', 'regulationLanguage': 'en', 'wholeName': 'Larysa AYRAPETYAN', 'gender': 'F', 'strong': '1'}, {'logicalId': '18392', 'regulationLanguage': 'en', 'wholeName': 'Larisa AIRAPETYAN', 'gender': 'F', 'strong': '1'}, {'logicalId': '18393', 'regulationLanguage': 'en', 'wholeName': 'Larysa AIRAPETYAN', 'gender': 'F', 'strong': '1'}, {'logicalId': '18394', 'regulationLanguage': 'en', 'wholeName': 'Лариса Леонидовна АЙРАПЕТЯН', 'gender': 'F', 'strong': '1'}, {'logicalId': '111356', 'regulationLanguage': 'en', 'wholeName': 'Лариса Леонідівна АЙРАПЕТЯН', 'gender': 'F', 'strong': '1'}, {'logicalId': '125017', 'regulationLanguage': 'en', 'wholeName': 'Larisa Leonidovna ZHILKO', 'strong': '1', 'remark': 'maiden name'}, {'logicalId': '125362', 'regulationLanguage': 'en', 'wholeName': 'Лариса Леонидовна ЖИЛКО', 'strong': '1', 'remark': 'maiden name'}]",NA,"P",1970,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1370",7521,"P","2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","UKR","(Date of UN designation: 2014-11-29)",18395,"2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","Yuriy Viktorovich SIVOKONENKO","Member of the ‘Parliament’ of the so-called ‘Donetsk People's Republic’ and Chairman of the public association Union of Veterans of the Donbass Berkut and a member of the public movement ‘Free Donbass’.","UKR",NA,NA,NA,"EU.3596.12",7521,NA,"[{'logicalId': '18395', 'regulationLanguage': 'en', 'firstName': 'Yuriy', 'middleName': 'Viktorovich', 'lastName': 'SIVOKONENKO', 'wholeName': 'Yuriy Viktorovich SIVOKONENKO', 'function': ""Member of the ‘Parliament’ of the so-called ‘Donetsk People's Republic’ and Chairman of the public association Union of Veterans of the Donbass Berkut and a member of the public movement ‘Free Donbass’."", 'gender': 'M', 'strong': '1'}, {'logicalId': '18396', 'regulationLanguage': 'en', 'firstName': 'Yuriy', 'lastName': 'SIVOKONENKO', 'wholeName': 'Yuriy SIVOKONENKO', 'gender': 'M', 'strong': '1'}, {'logicalId': '18397', 'regulationLanguage': 'en', 'wholeName': 'Yury SIVOKONENKO', 'gender': 'M', 'strong': '1'}, {'logicalId': '18398', 'regulationLanguage': 'en', 'wholeName': 'Yury SYVOKONENKO', 'gender': 'M', 'strong': '1'}, {'logicalId': '18399', 'regulationLanguage': 'en', 'wholeName': 'Юрий Викторович СИВОКОНЕНКО', 'gender': 'M', 'strong': '1'}]",NA,"P",1957,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1371",7522,"P","2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","UKR","(Date of UN designation: 2014-11-29)\n(None)",18400,"2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","Aleksandr Igorevich KOFMAN","Former so-called “Foreign Minister” and so-called “First deputy speaker” of the “Parliament” of the “Donetsk People's Republic”. Stood as a candidate in the so-called illegal “elections” of 2 November 2014 to the post of so-called “Head” of the “Donetsk People's Republic”.","UKR",NA,NA,NA,"EU.3597.74",7522,"None","[{'logicalId': '18400', 'regulationLanguage': 'en', 'firstName': 'Aleksandr', 'middleName': 'Igorevich', 'lastName': 'KOFMAN', 'wholeName': 'Aleksandr Igorevich KOFMAN', 'function': ""Former so-called “Foreign Minister” and so-called “First deputy speaker” of the “Parliament” of the “Donetsk People's Republic”. Stood as a candidate in the so-called illegal “elections” of 2 November 2014 to the post of so-called “Head” of the “Donetsk People's Republic”."", 'gender': 'M', 'strong': '1'}, {'logicalId': '18401', 'regulationLanguage': 'en', 'wholeName': 'Oleksandr KOFMAN', 'gender': 'M', 'strong': '1'}, {'logicalId': '18402', 'regulationLanguage': 'en', 'wholeName': 'Александр Игоревич КОФМАН', 'gender': 'M', 'strong': '1'}, {'logicalId': '111357', 'regulationLanguage': 'en', 'wholeName': 'Олександр Ігорович КОФМАН', 'gender': 'M', 'strong': '1'}]",NA,"P",1977,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1372",7523,"P","2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","UKR","(Date of UN designation: 2014-11-29)",18403,"2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","Ravil Zakarievich KHALIKOV","Former so-called ‘First Deputy Prime Minister’ and previous ‘Prosecutor-General’ of the ‘Donetsk People's Republic’. Currently ‘aide’ to the head of the Moscow branch of the Investigative Committee of Russian Federation (GSU SK).","UKR",NA,NA,NA,"EU.3598.39",7523,NA,"[{'logicalId': '18403', 'regulationLanguage': 'en', 'firstName': 'Ravil', 'middleName': 'Zakarievich', 'lastName': 'KHALIKOV', 'wholeName': 'Ravil Zakarievich KHALIKOV', 'function': ""Former so-called ‘First Deputy Prime Minister’ and previous ‘Prosecutor-General’ of the ‘Donetsk People's Republic’. Currently ‘aide’ to the head of the Moscow branch of the Investigative Committee of Russian Federation (GSU SK)."", 'gender': 'M', 'strong': '1'}, {'logicalId': '18404', 'regulationLanguage': 'en', 'wholeName': 'Равіль Закарійович ХАЛІКОВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '111358', 'regulationLanguage': 'en', 'wholeName': 'Равиль Закариевич ХАЛИКОВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '111359', 'regulationLanguage': 'en', 'firstName': 'Ravil', 'middleName': 'Zakariyovych', 'lastName': 'KHALIKOV', 'wholeName': 'Ravil Zakariyovych KHALIKOV', 'gender': 'M', 'strong': '1'}]",NA,"P",1969,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1373",7524,"P","2019/1403 (OJ L236)",2019-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2019:236:FULL&from=EN","UKR","(Date of UN designation: 2014-11-29)",18405,"2019/1403 (OJ L236)",2019-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2019:236:FULL&from=EN","Dmitry Aleksandrovich SEMYONOV","Former ‘Deputy Prime Minster for Finances’ of the so-called ‘Lugansk People's Republic’. Remains active in supporting LNR separatist structures.","UKR",NA,NA,NA,"EU.3599.4",7524,NA,"[{'logicalId': '18405', 'regulationLanguage': 'en', 'firstName': 'Dmitry', 'middleName': 'Aleksandrovich', 'lastName': 'SEMYONOV', 'wholeName': 'Dmitry Aleksandrovich SEMYONOV', 'function': ""Former ‘Deputy Prime Minster for Finances’ of the so-called ‘Lugansk People's Republic’. Remains active in supporting LNR separatist structures."", 'gender': 'M', 'strong': '1'}, {'logicalId': '18406', 'regulationLanguage': 'en', 'wholeName': 'Дмитрий Александрович СЕМЕНОВ', 'strong': '1'}, {'logicalId': '18710', 'regulationLanguage': 'en', 'firstName': 'Dmitrii', 'middleName': 'Aleksandrovich', 'lastName': 'SEMENOV', 'wholeName': 'Dmitrii Aleksandrovich SEMENOV', 'strong': '1'}]",NA,"P",1977,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1374",7525,"P","2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","UKR","(date of listing: 29/11/2014)",18407,"2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","Oleg Evgenevich BUGROV","Former ‘Defence Minister’ of the so-called Lugansk People's Republic.","UKR",NA,NA,NA,"EU.4015.21",7525,"date of listing: 29/11/2014","[{'logicalId': '18407', 'regulationLanguage': 'en', 'firstName': 'Oleg', 'middleName': 'Evgenevich', 'lastName': 'BUGROV', 'wholeName': 'Oleg Evgenevich BUGROV', 'function': ""Former ‘Defence Minister’ of the so-called Lugansk People's Republic."", 'gender': 'M', 'strong': '1'}, {'logicalId': '106301', 'regulationLanguage': 'en', 'firstName': 'Олег', 'middleName': 'Евгеньевич', 'lastName': 'БУГРОВ', 'wholeName': 'Олег Евгеньевич БУГРОВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '111360', 'regulationLanguage': 'en', 'firstName': 'Олег', 'middleName': 'Євгенович', 'lastName': 'БУГРОВ', 'wholeName': 'Олег Євгенович БУГРОВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '111361', 'regulationLanguage': 'en', 'firstName': 'Oleh', 'middleName': 'Yevhenovych', 'lastName': 'BUHROV', 'wholeName': 'Oleh Yevhenovych BUHROV', 'gender': 'M', 'strong': '1'}]",NA,"P",NA,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1375",7526,"P","2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","UKR","(Date of UN designation: 2014-11-29)\n(None)",18408,"2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","Lesya Mikhaylovna LAPTEVA","former ‘Minister of Education, Science, Culture and Religion’ of the so-called ‘Luhansk People's Republic’.","UKR",NA,NA,NA,"EU.3614.39",7526,"None","[{'logicalId': '18408', 'regulationLanguage': 'en', 'firstName': 'Lesya', 'middleName': 'Mikhaylovna', 'lastName': 'LAPTEVA', 'wholeName': 'Lesya Mikhaylovna LAPTEVA', 'function': ""former ‘Minister of Education, Science, Culture and Religion’ of the so-called ‘Luhansk People's Republic’."", 'gender': 'F', 'strong': '1'}, {'logicalId': '18436', 'regulationLanguage': 'en', 'wholeName': 'Леся Михайловна ЛАПТЕВА', 'gender': 'F', 'strong': '1'}, {'logicalId': '111362', 'regulationLanguage': 'en', 'wholeName': 'Леся Михайлівна ЛАПТЄВА', 'gender': 'F', 'strong': '1'}, {'logicalId': '111363', 'regulationLanguage': 'en', 'firstName': 'Lesya', 'middleName': 'Mykhaylivna', 'lastName': 'LAPTIEVA', 'wholeName': 'Lesya Mykhaylivna LAPTIEVA', 'gender': 'F', 'strong': '1'}]",NA,"P",1976,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1376",7527,"P","2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","UKR","(Designation details: Date of listing: 29/11/2014)\n(None)",18409,"2020/398 (OJ L78)",2020-03-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32020R0398&from=EN","Yevgeniy Eduardovich MIKHAYLOV","Former so-called “Minister of the Council of Ministers” (head of the administration for governmental affairs) of the “Donetsk People's Republic”.","UKR",NA,NA,NA,"EU.3615.4",7527,"None","[{'logicalId': '18409', 'regulationLanguage': 'en', 'firstName': 'Yevgeniy', 'middleName': 'Eduardovich', 'lastName': 'MIKHAYLOV', 'wholeName': 'Yevgeniy Eduardovich MIKHAYLOV', 'function': ""Former so-called “Minister of the Council of Ministers” (head of the administration for governmental affairs) of the “Donetsk People's Republic”."", 'gender': 'M', 'strong': '1'}, {'logicalId': '18410', 'regulationLanguage': 'en', 'firstName': 'Yevhen', 'middleName': 'Eduardovych', 'lastName': 'Mychaylov', 'wholeName': 'Yevhen Eduardovych Mychaylov', 'gender': 'M', 'strong': '1'}, {'logicalId': '18411', 'regulationLanguage': 'en', 'firstName': 'Евгений', 'middleName': 'Эдуардович', 'lastName': 'Михайлов', 'wholeName': 'Евгений Эдуардович Михайлов', 'gender': 'M', 'strong': '1'}, {'logicalId': '111364', 'regulationLanguage': 'en', 'firstName': 'Євген', 'middleName': 'Едуардович', 'lastName': 'МИХАЙЛОВ', 'wholeName': 'Євген Едуардович МИХАЙЛОВ', 'gender': 'M', 'strong': '1'}]",NA,"P",1963,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1377",7528,"P","2021/1464 (OJ L321)",2021-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.321.01.0001.01.ENG&toc=OJ%3AL%3A2021%3A321%3ATOC","UKR","(Date of UN designation: 2014-11-29)",18412,"2021/1464 (OJ L321)",2021-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.321.01.0001.01.ENG&toc=OJ%3AL%3A2021%3A321%3ATOC","Ihor Vladymyrovych KOSTENOK","Former so-called """"Minister of Education"""" of the \n""""Donetsk People's Republic"""". Currently working for the Donetsk Academy of \nManagement and Civil Service under the so-called \n""""Head of the Donetsk People's Republic"""".\nSince September 2018, Professor of the Department of \nState and Municipal Administration at the Federal \nState Budgetary Educational Institution of Higher \nEducation """"Russian University of Economics. \nG.V. Plekhanov"""".","UKR",NA,NA,NA,"EU.3616.66",7528,NA,"[{'logicalId': '18412', 'regulationLanguage': 'en', 'firstName': 'Ihor', 'middleName': 'Vladymyrovych', 'lastName': 'KOSTENOK', 'wholeName': 'Ihor Vladymyrovych KOSTENOK', 'function': 'Former so-called ""Minister of Education"" of the \n""Donetsk People\'s Republic"". Currently working for the Donetsk Academy of \nManagement and Civil Service under the so-called \n""Head of the Donetsk People\'s Republic"".\nSince September 2018, Professor of the Department of \nState and Municipal Administration at the Federal \nState Budgetary Educational Institution of Higher \nEducation ""Russian University of Economics. \nG.V. Plekhanov"".', 'gender': 'M', 'strong': '1'}, {'logicalId': '18413', 'regulationLanguage': 'en', 'wholeName': 'Igor Vladimirovich KOSTENOK', 'gender': 'M', 'strong': '1'}, {'logicalId': '18414', 'regulationLanguage': 'en', 'wholeName': 'Игорь Владимирович КОСТЕНОК', 'gender': 'M', 'strong': '1'}, {'logicalId': '131433', 'regulationLanguage': 'en', 'wholeName': 'Igor Vladimirovitj KOSTENOK', 'gender': 'M', 'strong': '1'}, {'logicalId': '131434', 'regulationLanguage': 'en', 'wholeName': 'Ihor Vladymyrovytj KOSTENOK', 'gender': 'M', 'strong': '1'}, {'logicalId': '131435', 'regulationLanguage': 'en', 'wholeName': 'Igor Wladimirowitsch KOSTENOK', 'gender': 'M', 'strong': '1'}]",NA,"P",NA,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1378",7529,"P","2020/1267 (OJ L298)",2020-09-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2020.298.01.0001.01.ENG&toc=OJ:L:2020:298:TOC","UKR",NA,18416,"2020/1267 (OJ L298)",2020-09-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2020.298.01.0001.01.ENG&toc=OJ:L:2020:298:TOC","Vladislav Nikolayevich DEYNEGO",NA,"UKR",NA,NA,NA,"EU.3979.56",7529,NA,"[{'logicalId': '18416', 'regulationLanguage': 'en', 'wholeName': 'Vladislav Nikolayevich DEYNEGO', 'gender': 'M', 'strong': '1'}, {'logicalId': '18417', 'regulationLanguage': 'en', 'wholeName': 'Владислав Николаевич ДЕЙНЕГО', 'gender': 'M', 'strong': '1'}, {'logicalId': '111446', 'regulationLanguage': 'en', 'firstName': 'Владислав', 'middleName': 'Миколайович', 'lastName': 'ДЕЙНЕГО', 'wholeName': 'Владислав Миколайович ДЕЙНЕГО', 'gender': 'M', 'strong': '1'}, {'logicalId': '111447', 'regulationLanguage': 'en', 'firstName': 'Vladyslav', 'middleName': 'Mykolayovych', 'lastName': 'DEYNEGO', 'wholeName': 'Vladyslav Mykolayovych DEYNEGO', 'function': ""Former 'Deputy Head' of the 'People's Council' of the so‐called 'Luhansk People's Republic'. Currently so-called 'Minister of Foreign Affairs' of the so‐called 'Luhansk People's Republic'."", 'gender': 'M', 'strong': '1'}]",NA,"P",NA,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1379",7530,"P","2022/408 (OJ L84)",2022-03-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.084.01.0002.01.ENG&toc=OJ%3AL%3A2022%3A084%3ATOC","UKR","(Date of UN designation: 2014-11-29)",18418,"2022/408 (OJ L84)",2022-03-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.084.01.0002.01.ENG&toc=OJ%3AL%3A2022%3A084%3ATOC","Yevgeniy Vyacheslavovich ORLOV","Former Member of the ‘National Council’ of the so-called ‘Donetsk People’s Republic’. Former chairman of the public movement ‘Free Donbass’. Former Deputy Chairman of the DPR National Assembly Committee on Industry and Trade.","UKR",NA,NA,NA,"EU.4016.83",7530,NA,"[{'logicalId': '18418', 'regulationLanguage': 'en', 'firstName': 'Yevgeniy', 'middleName': 'Vyacheslavovich', 'lastName': 'ORLOV', 'wholeName': 'Yevgeniy Vyacheslavovich ORLOV', 'function': 'Former Member of the ‘National Council’ of the so-called ‘Donetsk People’s Republic’. Former chairman of the public movement ‘Free Donbass’. Former Deputy Chairman of the DPR National Assembly Committee on Industry and Trade.', 'gender': 'M', 'strong': '1'}, {'logicalId': '18419', 'regulationLanguage': 'en', 'firstName': 'Yevhen', 'middleName': 'Vyacheslavovych', 'lastName': 'ORLOV', 'wholeName': 'Yevhen Vyacheslavovych ORLOV', 'gender': 'M', 'strong': '1'}, {'logicalId': '18420', 'regulationLanguage': 'en', 'firstName': 'Евгений', 'middleName': 'Вячеславович', 'lastName': 'ОРЛОВ', 'wholeName': 'Евгений Вячеславович ОРЛОВ', 'gender': 'M', 'strong': '1'}, {'logicalId': '131436', 'regulationLanguage': 'en', 'wholeName': 'Jevhen Vjatjeslavovytj ORLOV', 'gender': 'M', 'strong': '1'}, {'logicalId': '131437', 'regulationLanguage': 'en', 'wholeName': 'Jevgenij Vjatjeslavovitj ORLOV', 'gender': 'M', 'strong': '1'}, {'logicalId': '131438', 'regulationLanguage': 'en', 'wholeName': 'Jewgeni Wjatscheslawowitsch ORLOW', 'gender': 'M', 'strong': '1'}]",NA,"P",NA,NA,NA,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0145-20220604","Council Decision concerning restrictive measures in respect of actions undermining or threatening the territorial integrity, sovereignty and independence of Ukraine","council decision","both travel and financial sanction"
"1380",7531,"E","2021/1464 (OJ L321)",2021-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.321.01.0001.01.ENG&toc=OJ%3AL%3A2021%3A321%3ATOC","UKR","(Date of UN designation: 2014-11-29)",18421,"2021/1464 (OJ L321)",2021-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.321.01.0001.01.ENG&toc=OJ%3AL%3A2021%3A321%3ATOC","Public movement “Donetsk Republic”",NA,"UKR",NA,NA,NA,"EU.2966.62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"1381",7532,"E","2022/408 (OJ L84)",2022-03-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.084.01.0002.01.ENG&toc=OJ%3AL%3A2022%3A084%3ATOC","UKR","(Date of UN designation: 2014-11-29)",18423,"2022/408 (OJ L84)",2022-03-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.084.01.0002.01.ENG&toc=OJ%3AL%3A2022%3A084%3ATOC","Public movement ‘Peace to Luhansk Region’",NA,"UKR",NA,NA,NA,"EU.4027.49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"1382",7533,"E","2022/408 (OJ L84)",2022-03-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.084.01.0002.01.ENG&toc=OJ%3AL%3A2022%3A084%3ATOC","UKR","(Date of UN designation: 2014-11-29)",18426,"2022/408 (OJ L84)",2022-03-11,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2022.084.01.0002.01.ENG&toc=OJ%3AL%3A2022%3A084%3ATOC","Public movement ‘Free Donbass’",NA,"UKR",NA,NA,NA,"EU.4053.95",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"1383",7534,"E","2019/1403 (OJ L236)",2019-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2019:236:FULL&from=EN","UKR","(Designation details: Date of Listing: 29.11.2014)",18430,"2019/1403 (OJ L236)",2019-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:L:2019:236:FULL&from=EN","People's Union","Public ‘organisation’ that presented candidates in the so called ‘elections’ of the so called ‘Luhansk People's Republic’ 2 November 2014.","UKR",NA,NA,NA,"EU.2967.27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"1384",7535,"E","2021/1464 (OJ L321)",2021-09-13,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.321.01.0001.01.ENG&toc=OJ%3AL%3A2021%3A321%3ATOC","UKR","(Date of UN designation: 2014-11-29)",18433,"2021/446 (OJ L87)",2021-03-15,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv%3AOJ.L_.2021.087.01.0019.01.ENG&toc=OJ%3AL%3A2021%3A087%3ATOC","Luhansk Economic Union",NA,"UKR",NA,NA,NA,"EU.2968.89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"1385",7539,"E","2020/1507 (OJ L345)",2020-10-19,"https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=uriserv:OJ.L_.2020.345.01.0001.01.ENG&toc=OJ:L:2020:345:TOC","COD","(Date of UN designation: 2014-06-30)\n(The Allied Democratic Forces (ADF) was created in 1995 and is located in the mountainous DRC-Uganda border area.)",18450,"2017/199 (OJ L32)",2017-02-07,"http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0199&from=EN","ADF (Allied Democratic Forces)",NA,"COD",NA,NA,NA,"EU.3651.51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"financial sanction"
"1386",7540,"P","2017/628 (OJ L90)",2017-04-04,"http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:32017R0628&from=EN","YEM","(Date of UN designation: 2014-11-07)\n(Date of UN designation: 7.11.2014)",18454,"1352/2014 (OJ L365)",2014-12-18,"http://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=OJ:JOL_2014_365_R_0007&from=EN","Abdullah Yahya Al Hakim","Huthi group second-in-command","YEM",NA,NA,NA,"EU.3967.28",7540,"Date of UN designation: 7.11.2014","[{'logicalId': '18454', 'regulationLanguage': 'en', 'wholeName': 'Abdullah Yahya Al Hakim', 'function': 'Huthi group second-in-command', 'gender': 'M', 'strong': '1'}, {'logicalId': '18455', 'regulationLanguage': 'en', 'wholeName': 'Abu Ali al Hakim', 'strong': '1'}, {'logicalId': '18456', 'regulationLanguage': 'en', 'wholeName': 'Abu-Ali al-Hakim', 'strong': '1'}, {'logicalId': '18457', 'regulationLanguage': 'en', 'wholeName': 'Abdallah al-Hakim', 'strong': '1'}, {'logicalId': '18458', 'regulationLanguage': 'en', 'wholeName': 'Abu Ali Alhakim', 'strong': '1'}, {'logicalId': '18459', 'regulationLanguage': 'en', 'wholeName': ""Abdallah al-Mu'ayyad"", 'strong': '1'}]",NA,"P",NA,NA,"YEMEN","https://eur-lex.europa.eu/legal-content/EN/TXT/?uri=CELEX%3A02014D0932-20220314","Council Decision concerning restrictive measures in view of the situation in Yemen","council decision","both travel and financial sanction"
